0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,56.0
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,23.0,2.0,0.0,1.0,0.0,3.0,0.0,73.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,55.0
10.0,0.0,0.0,2.029042038,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,67.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,22.0,0.0,0.0,1.0,0.0,2.0,0.0,53.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,67.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,78.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,25.0,1.0,0.0,1.0,0.0,2.0,0.0,78.0
23.0,0.0,0.0,0.0,0.0,18.02884227,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0
37.0,0.0,45.03590156,0.0,0.0,0.0,54.39099005,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,62.0
1.0,0.0,22.40256823,0.0,0.0,0.0,0.0,58.15937974,0.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,21.0,0.0,0.0,1.0,0.0,2.0,0.0,80.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,71.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,24.0,0.0,0.0,1.0,0.0,2.0,0.0,82.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0
8.0,0.0,0.0,0.0,303.1714862,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,75.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29271307,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,50.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,58.0
21.0,0.0,0.0,0.0,0.0,15.66217561,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,0.0,2.0,0.0,1.0,0.0,0.0,70.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,72.0
